"Que faire si votre permis de conduire comporte une erreur ?","Vous devez effectuer une demande de nouveau permis en ligne sur le site de l&#39;<abbr tabindex=""0"" data-sigle=""R50821"">ANTS</abbr>."
"Victime de l&#39;amiante : comment être indemnisé ?","Les personnes exposées à l&#39;amiante (ou leurs ayants droits) peuvent obtenir une indemnisation pour les préjudices causés par cette exposition (frais médicaux, perte de revenus...). La demande d&#39;indemnisation doit être introduite auprès du Fonds d&#39;indemnisation des victimes de l&#39;amiante (Fiva), qui a pour mission d&#39;examiner les dossiers et de décider de reconnaître ou non un droit à indemnisation."
"Accident du travail : indemnités journalières pendant l&#39;arrêt de travail","Si vous êtes salarié(e) en arrêt de travail en raison d&#39;un accident du travail, vous avez droit à des indemnités journalières (IJ) versées par votre caisse primaire d&#39;assurance maladie (CPAM). Le montant de l&#39;indemnisation et les conditions de versement diffèrent de celles prévues pour un arrêt maladie. Vous pouvez également percevoir, sous conditions, des indemnités complémentaires versées par votre employeur."
"Maladie professionnelle : démarches à effectuer","Si votre médecin constate une altération de votre état de santé qu&#39;il estime liée à votre travail, celle-ci peut être reconnue d&#39;origine professionnelle. Vous devez faire une demande de reconnaissance de votre maladie professionnelle auprès de votre caisse primaire d’assurance maladie (CPAM). Au terme de l&#39;instruction, la CPAM vous informe de sa décision."
"Maladie ou accident du travail dans le secteur privé","Si votre médecin constate une altération de votre état de santé qu&#39;il estime liée à votre travail, celle-ci peut être reconnue d&#39;origine professionnelle. Vous devez faire une demande de reconnaissance de votre maladie professionnelle auprès de votre caisse primaire d’assurance maladie (CPAM). Au terme de l&#39;instruction, la CPAM vous informe de sa décision."
"Qu&#39;est-ce qu&#39;un accident du travail ?","Un accident survenu au salarié par le fait ou à l&#39;occasion de son travail, quelle qu&#39;en soit la cause, est considéré comme un accident du travail."
"Comment obtenir un quitus fiscal ?","Le quitus fiscal (ou certificat fiscal) indique que le véhicule est en situation régulière au regard de la taxe à la valeur ajoutée (TVA)."
"Don du corps à la science","Le don du corps est une démarche personnelle, volontaire et soumise à certaines règles. Il consiste à donner son corps au moment du décès à des fins d&#39;enseignement et de recherche."
"Prélèvement d&#39;organe sur une personne vivante","Une personne vivante peut faire un don d&#39;organe dans l&#39;intérêt thérapeutique direct d&#39;un receveur qui ne peut être qu&#39;un proche."
"Prélèvement d&#39;organes sur une personne décédée","Toute personne est présumée avoir consenti au don de ses organes sauf si elle s&#39;inscrit au registre national des refus. Le prélèvement est gratuit et anonyme. La mort du donneur doit être médicalement constatée par 2 médecins. Un entretien avec les proches est organisé par l&#39;équipe médicale. Le médecin qui procède à un prélèvement d&#39;organes sur une personne décédée est tenu d&#39;assurer la meilleure restauration possible du corps."
"Qu&#39;est-ce que la condition suspensive d&#39;un prêt immobilier ?","La condition suspensive permet au futur acquéreur d&#39;un bien immobilier de renoncer à la promesse de vente s&#39;il n&#39;obtient pas le prêt immobilier demandé."
"Fonction publique : sanctions disciplinaires","En cas de faute, le fonctionnaire peut faire l&#39;objet d&#39;une sanction disciplinaire. Le pouvoir disciplinaire appartient à l&#39;autorité ayant le pouvoir de nomination, c&#39;est à dire selon les cas le ministre, l&#39;autorité territoriale ou le directeur d&#39;établissement hospitalier."
"Santé au collège et au lycée","L&#39;établissement scolaire doit être informé quand un élève est absent pour cause de maladie. La famille doit également prévenir l&#39;établissement quand l&#39;enfant a une maladie contagieuse ou une maladie chronique qui nécessite des soins particuliers. L&#39;Éducation nationale doit par ailleurs mettre en place des actions de prévention et d&#39;éducation à la santé à destination des élèves qu&#39;elle prend en charge."
"Quelle est la nomenclature des diplômes par niveau ?","La nomenclature des diplômes par niveau permet d&#39;indiquer le type de formation nécessaire pour occuper un poste dans le monde professionnel, en particulier lors des concours de l&#39;administration."
"Prise en charge d&#39;une hospitalisation par l&#39;Assurance maladie","L’Assurance maladie (Sécurité sociale) vous rembourse une partie des frais d&#39;hospitalisation sous certaines conditions. Il existe plusieurs dispositifs pour la prise en charge des frais restant à votre charge."
"Congé de maternité d&#39;une salariée du secteur privé","Vous bénéficiez d&#39;un congé de maternité durant la période qui se situe autour de la date présumée de votre accouchement. Sa durée est variable, en fonction du nombre d&#39;enfants à naître ou déjà à charge. Il comporte une période de congé prénatal et un congé postnatal. Vous bénéficiez d&#39;une indemnisation versée par la Sécurité sociale."
"Handicap : accueil en centre de pré-orientation","Le centre de pré-orientation contribue à l&#39;orientation professionnelle des personnes en situation de handicap qui rencontrent des difficultés d&#39;insertion dans le milieu du travail. Ce centre propose des stages pour affiner un projet professionnel et faciliter l&#39;insertion professionnelle."
"Handicap : contrat ou stage de rééducation professionnelle","Toute personne handicapée qui est devenue inapte à exercer sa profession du fait d&#39;un handicap peut se voir proposer un contrat ou un stage de rééducation professionnelle. Le contrat permet de bénéficier d&#39;une aide pour se réaccoutumer à sa profession et le stage, d&#39;apprendre un nouveau métier."
"Prise en charge des soins lors de vacances ou d&#39;un court séjour à l&#39;étranger","Avant de partir en vacances à l&#39;étranger, prenez certaines précautions pour être assuré si vous tombez malade. Les règles dépendent du lieu de séjour. En Europe, vous pouvez utiliser la carte européenne d&#39;assurance maladie (CEAM). Hors Europe, les soins sont pris en charge sous certaines conditions."
"Handicap : qu&#39;est-ce qu&#39;une école de reconversion professionnelle de l&#39;Onac-VG ?","L&#39;école de l&#39;office national des anciens combattants et victimes de guerre (Onac-VG) propose notamment :"
"Prise en charge des soins lors de vacances ou d&#39;un court séjour à l&#39;étranger","Avant de partir en vacances à l&#39;étranger, prenez certaines précautions pour être assuré si vous tombez malade. Les règles dépendent du lieu de séjour. En Europe, vous pouvez utiliser la carte européenne d&#39;assurance maladie (CEAM). Hors Europe, les soins sont pris en charge sous certaines conditions."
"Test du Sida","Le dépistage permet de savoir si on est infecté par le virus de l&#39;immunodéficience humaine (VIH)."
"Travailleur handicapé : contrat d&#39;apprentissage","Un travailleur handicapé peut entrer en apprentissage et conclure un contrat permettant d&#39;obtenir une qualification professionnelle. Ce contrat se déroule en entreprise et en centre de formation. Il bénéficie d&#39;aménagements particuliers."
"Prise en charge des soins lors de vacances ou d&#39;un court séjour à l&#39;étranger","Avant de partir en vacances à l&#39;étranger, prenez certaines précautions pour être assuré si vous tombez malade. Les règles dépendent du lieu de séjour. En Europe, vous pouvez utiliser la carte européenne d&#39;assurance maladie (CEAM). Hors Europe, les soins sont pris en charge sous certaines conditions."
"Quelles formations sont accessibles à une personne en situation de handicap ?","La personne en situation de handicap a accès aux <a href=""https://www.service-public.fr/particuliers/vosdroits/N177"">mêmes dispositifs de formation que les autres salariés</a>. Toutefois, les organismes de formation doivent mettre en place des adaptations en proposant notamment :"
"Peut-on encore bénéficier de la préretraite licenciement ?","Non. Il n&#39;est plus possible de demander à bénéficier de l&#39;allocation spéciale du Fonds national de l&#39;emploi (FNE), dite <span class=""expression""><em>préretraite-licenciement</em></span>, depuis le 10 octobre 2011."
"En quoi consiste l&#39;adhésion à la Sécurité sociale ?","L&#39;adhésion à la Sécurité sociale comporte 3 opérations : immatriculation, assujettissement et affiliation."
"Que peut faire un jeune de moins de 16 ans en décrochage scolaire ?","La scolarité est obligatoire jusqu&#39;aux 16 ans du jeune. S&#39;il se trouve en situation de décrochage, l&#39;établissement dans lequel se trouve le jeune recherchera des solutions pour lutter contre ce décrochage."
"Formation des jeunes : dispositif d&#39;initiation aux métiers en alternance (Dima)","Un jeune voulant entrer en apprentissage ou rencontrant des difficultés d&#39;adaptation au collège peut demander à accéder à une formation appelée <span class=""expression""><em>dispositif d&#39;initiation aux métiers en alternance</em></span> (Dima). Cette formation lui permet de commencer une activité professionnelle tout en demeurant sous statut scolaire. "
"Peut-on bénéficier plusieurs fois d&#39;un prêt à taux zéro (PTZ) ?","Oui, si vous certifiez ne pas avoir été propriétaire de votre résidence principale au cours des 2 années précédant votre demande. Dans certains cas, ce principe comprend des spécificités et aménagements :"
"Congé de paternité et d&#39;accueil de l&#39;enfant d&#39;un salarié du secteur privé","Lors de la naissance d&#39;un enfant, le père salarié bénéficie du congé de paternité et d&#39;accueil de l&#39;enfant. Si la mère de l&#39;enfant vit avec une autre personne salariée, celle-ci peut également bénéficier du congé. Le bénéficiaire du congé doit respecter certaines conditions (démarches, date de départ en congé, durée maximale du congé). Le salarié en congé bénéficie d&#39;une indemnisation versée par la Sécurité sociale."
"Examens et soins bucco-dentaires gratuits pour les jeunes (M&#39;T Dents)","Les examens de prévention bucco-dentaire pour enfants et adolescents sont des rendez-vous gratuits, totalement pris en charge par l&#39;assurance maladie. Ces examen appelés <span class=""expression""><em>M&#39;T Dents</em></span> visent à favoriser un suivi régulier chez les jeunes, pour améliorer leur hygiène bucco-dentaire et leurs habitudes alimentaires."
"Aide-ménagère à domicile pour les personnes âgées","Vous pouvez bénéficier d&#39;une aide ménagère si vous avez des difficultés à faire certains gestes du quotidien et que vous remplissez des conditions d&#39;âge et de ressources. Cette aide financière sert à rémunérer une aide à domicile, c&#39;est-à-dire la personne qui effectue pour vous certaines tâches (aide à la toilette, ménage, ...). Elle peut être accordée par votre département ou, à défaut, par votre caisse de retraite."
"Services de soins à domicile pour personnes âgées","Les services de soins infirmiers à domicile (SSIAD) permettent aux personnes âgées malades ou dépendantes de recevoir chez elles des soins infirmiers et d&#39;hygiène."
"Prise en charge des repas des personnes âgées","Si votre état de santé ne vous permet plus de faire vos repas, des dispositifs d&#39;aide sociale peuvent vous permettre de bénéficier d&#39;une prise en charge de vos repas. Ces services sont effectuées sous forme de portage de repas à domicile ou d&#39;accès à un foyer restaurant. Ces services sont accessibles sous conditions (d&#39;âge et de ressources, notamment)."
"Allocation personnalisée d&#39;autonomie (Apa)","Vous pouvez, sous conditions d&#39;âge et de perte d&#39;autonomie, bénéficier de l&#39;allocation personnalisée d&#39;autonomie (Apa). Cette allocation peut servir à payer (en totalité ou en partie) les dépenses nécessaires pour vous permettre de rester à votre domicile (&quot;Apa à domicile&quot;), ou à payer une partie du tarif dépendance de l&#39;établissement médico-social (notamment un Ehpad) dans lequel vous êtes hébergé (&quot;Apa en établissement&quot;)"
"Faut-il signaler un changement d&#39;adresse pour un permis de conduire ?","Non, en cas de changement d&#39;adresse vous n&#39;êtes pas tenu de faire une demande de nouveau permis."
"Accueil familial d&#39;une personne âgée et/ou handicapée (accueillant familial)"," L’accueil familial est un dispositif permettant à une personne âgée et/ou handicapée, moyennant rémunération, d&#39;être accueillie au domicile d&#39;un accueillant familial. La personne accueillie signe avec l&#39;accueillant familial un contrat d&#39;accueil fixant les conditions matérielles, humaines et financières de l&#39;accueil. La personne accueillie peut bénéficier d&#39;aides sociales et fiscales. "
"Quels types d&#39;établissements hébergent des personnes âgées ?","Il existe plusieurs solutions d&#39;hébergement pour les personnes âgées. Les établissements peuvent être plus ou moins médicalisés selon qu&#39;ils ont vocation à accueillir des personnes âgées autonomes, dépendantes ou très dépendantes. Les frais d&#39;hébergement peuvent être pris en charge en tout ou partie lorsque les ressources de la personne âgée sont faibles."
"Acte de vente d&#39;un terrain isolé","Un acte de vente est signé dès que toutes les conditions pour la réalisation de la vente d&#39;un terrain sont réunies. Cet acte doit être réalisé chez un notaire. Il doit contenir certaines informations obligatoires."
"Personnes âgées : quelles sont les conditions d&#39;hébergement en établissement ?","La nature des prestations offertes en établissement pour personnes âgées (Éhpad, par exemple) et leur coût sont fixés par un contrat de séjour ou un document individuel de prise en charge en fonction de la durée du séjour."
"Qui doit payer la taxe foncière en cas d&#39;indivision ?","Lorsqu&#39;un immeuble est en <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R12717"" data-definition=""R12717"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::indivision,"">indivision,</a></dfn> l&#39;imposition à la taxe foncière est établie au nom des <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R1115"" data-definition=""R1115"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::indivisaires"">indivisaires</a></dfn>."
"Carte Vitale","La carte Vitale permet de justifier de ses droits auprès des professionnels de santé et d&#39;être remboursé dans un délai de 5 jours, sans avoir de démarches à effectuer."
"Impôt sur le revenu : paiement par prélèvements mensuels (mensualisation)","Si vous avez un compte domicilié en France, vous pouvez opter pour le paiement mensualisé de votre impôt sur le revenu (IR)."
"Impôt sur le revenu : paiement par prélèvements mensuels (mensualisation)","Si vous avez un compte domicilié en France, vous pouvez opter pour le paiement mensualisé de votre impôt sur le revenu (IR)."
"Un étudiant est-il soumis à la taxe d&#39;habitation ?","Oui, un étudiant qui dispose d&#39;un logement au 1<sup>er</sup> janvier de l&#39;année doit payer la taxe d&#39;habitation pour ce logement."
"Achat d&#39;un logement social","Il est possible d&#39;acheter un logement social mis en vente par un organisme HLM. Un locataire peut aussi proposer d&#39;acheter le logement qu&#39;il loue à son organisme HLM. Dans tous les cas, ces transactions doivent respecter une procédure spécifique. Les conditions de revente ou de remise en location d&#39;un logement social acheté par un particulier sont encadrées par la loi. Elles dépendent notamment de la durée d&#39;acquisition."
"Habitat contenant des termites","Les obligations de l&#39;occupant (ou, à défaut, du propriétaire) ou du syndic de copropriété diffèrent selon que le logement ou l&#39;immeuble concerné est situé dans une zone contaminée par les <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R48731"" data-definition=""R48731"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::termites"">termites</a></dfn> (ou susceptible de l&#39;être à court terme)."
"RSA jeune actif ","Un jeune de 18 à 25 ans, français ou étranger, qui justifie d&#39;une certaine durée d&#39;activité professionnelle peut bénéficier du <abbr tabindex=""0"" data-sigle=""R24554"">RSA</abbr> jeune actif sous certaines conditions."
"Habitat contenant de l&#39;amiante","Dans les immeubles dont le permis de construire a été délivré avant le 1<sup>er</sup> juillet 1997, le propriétaire ou le syndicat de copropriétaires a l&#39;obligation de faire vérifier l&#39;état des matériaux et produits pouvant contenir de l&#39;amiante."
"Que risque le propriétaire d&#39;un logement insalubre ou en état de péril ?","Le propriétaire d&#39;un logement <a href=""https://www.service-public.fr/particuliers/vosdroits/F16158"">insalubre</a> ou en <a href=""https://www.service-public.fr/particuliers/vosdroits/F16104"">état de péril</a> risque une peine de prison, amende et peines complémentaires s&#39;il est responsable de certains faits."
"Allocation d&#39;aide au retour à l&#39;emploi formation (Aref)","Si vous suivez une formation validée par Pôle emploi, vous pouvez bénéficier durant cette formation de l&#39;aide au retour à l&#39;emploi formation (Aref)."
"Rémunération de fin de formation (RFF)","En tant que demandeur d&#39;emploi, vous pouvez bénéficier, sous certaines conditions, de la rémunération de fin de formation (RFF) attribuée par Pôle emploi."
"Contamination liée à une transfusion (HIV, HTLV, hépatites B et C)","Si vous avez été contaminé à la suite d&#39;une transfusion sanguine par le virus de l&#39;immunodéficience humaine (VIH - Sida), l&#39;hépatite C, l&#39;hépatite B, ou le virus T-lymphotropique humain (HTLV), vous pouvez être indemnisé. L&#39;indemnisation est versée par l&#39;Office national d&#39;indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (Oniam)."
"Nationalité française : enfant né en France de parents étrangers","Un enfant né en France de parents étrangers peut acquérir la nationalité française. Selon son âge, les conditions à remplir et les démarches à accomplir sont différentes."
"Mineur étranger né en France : titre d&#39;identité républicain (TIR)","Le titre d&#39;identité républicain (TIR) peut être délivré à un mineur né en France de parents étrangers titulaires d&#39;un titre de séjour. Il lui permet de prouver son identité et d&#39;être dispensé de visa lors de son retour en France après un voyage à l&#39;étranger. La personne qui exerce l&#39;autorité parentale sur l&#39;enfant doit en faire la demande en préfecture ou en sous-préfecture en fournissant certains justificatifs. Le document est valable 5 ans et renouvelable. "
"Statut de réfugié, protection subsidiaire ou temporaire : quelles différences ?","L&#39;asile est la protection qu&#39;accorde un État à un étranger qui est ou risque d&#39;être persécuté dans son pays. Il existe 2 formes de protection au titre de l&#39;asile : le statut de réfugié et la protection subsidiaire. L&#39;Office français de protection des réfugiés et apatrides (Ofpra) est seul compétent pour les accorder en France. La protection temporaire est un dispositif particulier décidé au niveau européen lors d&#39;afflux massif de personnes déplacées."
"Habitat en péril","Lorsqu&#39;un immeuble présente un danger au vu de sa solidité, le maire peut engager une procédure de péril à l&#39;encontre du propriétaire d&#39;un logement ou du syndic de copropriété lorsque l&#39;immeuble est en copropriété."
"Étranger en France : carte de séjour temporaire &quot;visiteur&quot;","Si vous êtes étranger et souhaitez séjourner en France plus de 3 mois en tant qu&#39;inactif, vous pouvez obtenir une carte de séjour <span class=""expression""><em>visiteur</em></span>. Cette carte vous est délivrée sous conditions de ressources si vous vous engagez à ne pas travailler en France. Elle concerne notamment les étrangers venant exercer des fonctions religieuses en France. Elle est valable 1 an maximum et renouvelable."
"Arrêt maladie : démarches à effectuer","Lorsque votre état de santé ne vous permet pas de travailler, vous devez adresser l&#39;arrêt de travail délivré par votre médecin à votre employeur et à la sécurité sociale dans les 2 jours. Si votre arrêt est prolongé, vous devez également leur adresser l&#39;avis de prolongation."
"Peut-on rouler n&#39;importe où avec des rollers, un skateboard ou une trottinette ?","Les utilisateurs de rollers, skateboards ou trottinettes (sans moteur) sont considérés comme des piétons, aussi ils doivent rouler sur le trottoir. Les <span class=""expression""><em>engins de déplacements électriques</em></span> (hoverboard, gyropodes, monoroue, trottinette électrique) ne sont que tolérés sur les trottoirs. La plupart des vélos sont considérés comme des véhicules et doivent circuler sur la chaussée."
"Qu&#39;est-ce qu&#39;un essai professionnel ?","L&#39;essai professionnel est une épreuve de courte durée destinée à évaluer la qualification professionnelle et l&#39;aptitude du candidat à occuper l&#39;emploi proposé. Il peut s&#39;agir, par exemple, d&#39;un examen de rédaction, de dactylographie, de fabrication d&#39;une pièce..."
"Qu&#39;est-ce qu&#39;un usage d&#39;entreprise ?","L&#39;usage d&#39;entreprise est un avantage accordé librement et de manière répétée par un employeur à ses salariés, sans que le code du travail ou une <a href=""https://www.service-public.fr/particuliers/vosdroits/F78"">convention ou un accord collectif</a> ne l&#39;impose."
"Peut-on encore percevoir le complément de libre choix d&#39;activité (CLCA) ?","Non. Depuis le 1<sup>er</sup> avril 2017, il faut demander la <a href=""https://www.service-public.fr/particuliers/vosdroits/F32485"">prestation partagée d&#39;éducation de l&#39;enfant (PreParE)</a>."
"Collège et lycée : commission éducative","Dans un collège ou dans un lycée, la commission éducative a pour mission d&#39;examiner la situation d&#39;un élève dont le comportement est inadapté."
"Combien d&#39;heures un salarié peut-il travailler en continu ?","Un salarié ne doit pas travailler plus de <strong>6 heures</strong> d&#39;affilée."
"Arrêt maladie pendant la période d&#39;essai : quelles sont les règles ?","Lorsque le salarié tombe malade au cours de la période d&#39;essai, la durée de l&#39;essai est prolongée d&#39;une durée égale à celle de l&#39;absence pour maladie."
"L&#39;époux survivant peut-il réclamer une pension alimentaire aux héritiers ?","L&#39;époux survivant doit remplir les 3 conditions suivantes :"
"Apa : quels recours en cas de litige ?","<button class=""btn btn-fold"" data-xiti-type=""navigation"" data-xiti-name=""Particuliers::Vos_droits::Depliant::Tout_replier_F325_Apa_:_quels_recours_en_cas_de_litige__"">Tout replier</button><button class=""btn btn-unfold"" data-xiti-type=""navigation"" data-xiti-name=""Particuliers::Vos_droits::Depliant::Tout_deplier_F325_Apa_:_quels_recours_en_cas_de_litige__"">Tout déplier</button>"
"Quelles sont les règles du contrôle technique d&#39;un véhicule de collection ?","Les <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R47036"" data-definition=""R47036"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::véhicules_de_collection"">véhicules de collection</a></dfn> dont le <abbr tabindex=""0"" data-sigle=""R45943"">PTAC</abbr> est inférieur ou égal à 3,5 tonnes et qui ont été mis en circulation <strong>à partir de 1960</strong> sont soumis à l&#39;obligation d&#39;un contrôle technique tous les 5 ans."
"Peut-on avoir plusieurs nationalités ?","Il est possible en France d&#39;avoir plusieurs nationalités (double-nationalité par exemple). Cette situation résulte du fait que chaque État fixe de manière souveraine les conditions d&#39;octroi de sa nationalité. Il est possible d&#39;avoir plusieurs nationalités dès sa naissance ou plus tard."
"Juridictions européennes (CEDH, CJUE)","La justice européenne est assurée par la Cour de justice de l&#39;Union européenne (CJUE) et la Cour européenne des droits de l&#39;homme (CEDH). La CJUE dépend de l&#39;Union européenne. La CEDH dépend du Conseil de l&#39;Europe."
"Juridictions européennes (CEDH, CJUE)","La justice européenne est assurée par la Cour de justice de l&#39;Union européenne (CJUE) et la Cour européenne des droits de l&#39;homme (CEDH). La CJUE dépend de l&#39;Union européenne. La CEDH dépend du Conseil de l&#39;Europe."
"Complément de libre choix du mode de garde (Cmg) - Assistante maternelle","Le complément de libre choix du mode de garde (Cmg) de la prestation d&#39;accueil du jeune enfant (Paje) est versé par la caisse d&#39;allocations familiales (Caf) ou la Mutualité sociale agricole (MSA). Il comprend une prise en charge partielle de la rémunération d&#39;une assistante maternelle agréée. Son montant varie selon le nombre d&#39;enfants à charge, l&#39;âge de votre enfant et vos ressources. Un minimum de <span class=""prix"">15 %</span> des frais restera à votre charge."
"Maladie professionnelle : indemnisation en cas d&#39;incapacité permanente","Si vous êtes atteint d&#39;une maladie professionnelle, vous pouvez bénéficier d&#39;une indemnisation si votre capacité de travail est définitivement réduite en raison de cette maladie. Une indemnisation complémentaire est versée en cas de faute inexcusable de l&#39;employeur."
"Dans quelles conditions peut-on utiliser un pseudonyme ?","Les conditions d&#39;utilisation d&#39;un pseudonyme ne font l&#39;objet d&#39;aucune réglementation particulière. Il s&#39;agit d&#39;un nom d&#39;emprunt, librement choisi par une personne pour dissimuler au public son identité réelle dans l&#39;exercice d&#39;une activité particulière. Le pseudonyme est notamment utilisé dans le domaine littéraire ou artistique : nom de plume pour les écrivains, nom de scène ou nom d&#39;artiste pour les activités liées au spectacle... Le pseudo est utilisable pour signer une œuvre par exemple."
"Un étranger peut-il percevoir des prestations familiales en France ?","Si vous êtes étranger et que vous résidez avec votre famille en France, vous pouvez bénéficier de prestations familiales (allocations familiales, prestation d&#39;accueil du jeune enfant, etc.). Vous devez respecter des conditions particulières liées à votre séjour et à la situation légale de vos enfants en France."
"Qui est imposable sur le revenu ?","Le lieu de votre domicile fiscal et la composition de votre foyer fiscal permettent de déterminer votre imposition sur le revenu."
"Impôt sur le revenu : déclaration annuelle","Vous devez faire votre déclaration de revenus auprès du service des impôts chaque année si vous résidez en France. Vous pouvez le faire en ligne par internet ou sur formulaire papier. En 2018, la déclaration par internet est obligatoire si votre domicile est connecté à internet et que votre revenu fiscal de référence de 2016 est supérieur à <span class=""prix"">15 000 €</span>. Vous disposez d&#39;un délai supplémentaire si vous faites votre déclaration en ligne, par rapport à la déclaration papier."
"Quelle est la date limite pour faire sa déclaration de revenus ?","La date limite pour déposer votre déclaration de revenus varie selon si vous déclarez sur internet ou sur formulaire papier."
"Comment un couple vivant en concubinage doit-il déclarer ses revenus ?","À la différence des personnes mariées ou pacsées, chaque membre d&#39;un couple vivant en concubinage doit remplir séparément une <a href=""https://www.service-public.fr/particuliers/vosdroits/F358"">déclaration</a> pour les revenus qu&#39;il a perçus durant l&#39;année d&#39;imposition."
"Quelles mentions obligatoires doivent figurer sur une contravention ?","Répondez aux questions successives et les réponses s’afficheront automatiquement"
"Accrobranche, parcours acrobatique en hauteur (PAH) : quelle réglementation ?","<button class=""btn btn-fold"" data-xiti-type=""navigation"" data-xiti-name=""Particuliers::Vos_droits::Depliant::Tout_replier_F366_Accrobranche__parcours_acrobatique_en_hauteur__PAH__:_quelle_reglementation__"">Tout replier</button><button class=""btn btn-unfold"" data-xiti-type=""navigation"" data-xiti-name=""Particuliers::Vos_droits::Depliant::Tout_deplier_F366_Accrobranche__parcours_acrobatique_en_hauteur__PAH__:_quelle_reglementation__"">Tout déplier</button>"
"Impôt sur le revenu : première déclaration de revenus","Dès vos 18 ans, si vous n&#39;êtes pas rattaché au foyer fiscal de vos parents, vous devez remplir une déclaration de revenus sous certaines conditions."
"Comment calculer l&#39;ancienneté en matière d&#39;indemnité de licenciement ?","L&#39;indemnité légale de licenciement est due (sauf faute grave ou lourde) au salarié justifiant d&#39;au moins 8 mois d&#39;ancienneté. Le droit à l&#39;indemnité est déterminé à partir du jour où l&#39;employeur envoie la lettre recommandée de licenciement. Si le salarié remplit cette condition d&#39;ancienneté, l&#39;indemnité de licenciement est calculée en tenant compte de l&#39;ancienneté acquise par le salarié à la date d&#39;expiration du préavis (qu&#39;il soit exécuté ou non)."
"Congés dans le secteur privé","L&#39;indemnité légale de licenciement est due (sauf faute grave ou lourde) au salarié justifiant d&#39;au moins 8 mois d&#39;ancienneté. Le droit à l&#39;indemnité est déterminé à partir du jour où l&#39;employeur envoie la lettre recommandée de licenciement. Si le salarié remplit cette condition d&#39;ancienneté, l&#39;indemnité de licenciement est calculée en tenant compte de l&#39;ancienneté acquise par le salarié à la date d&#39;expiration du préavis (qu&#39;il soit exécuté ou non)."
"Accès à un logement privé : frais d&#39;agence immobilière","Lors de la mise en location d&#39;un logement vide ou meublé, le coût de certaines des interventions de l&#39;agent immobilier peut être partagé entre le bailleur et le locataire. Il s&#39;agit de la visite du locataire, de la constitution de son dossier, de la rédaction du bail et de l&#39;établissement de l&#39;état des lieux. Les autres frais de mise en location (diagnostics, petites annonces, ...) sont à la charge exclusive du bailleur. Les tarifs de l&#39;agent immobilier doivent être clairement affichés."
"Juridictions européennes (CEDH, CJUE)","La justice européenne est assurée par la Cour de justice de l&#39;Union européenne (CJUE) et la Cour européenne des droits de l&#39;homme (CEDH). La CJUE dépend de l&#39;Union européenne. La CEDH dépend du Conseil de l&#39;Europe."
"Étudier en Europe : Erasmus plus","Si vous êtes étudiant français, vous pouvez suivre une partie de vos études dans un autre pays européen via le programme <span class=""expression""><em>Erasmus +</em></span>. Vous pouvez bénéficier de différentes aides financières. Votre mobilité <span class=""expression""><em>Erasmus +</em></span>est reconnue pour l&#39;obtention de votre diplôme français."
"Faire reconnaître un diplôme français à l&#39;étranger ","Répondez aux questions successives et les réponses s’afficheront automatiquement"
"Financement des études supérieures : aide à la mobilité internationale","L&#39;aide à la mobilité internationale est destinée à l&#39;étudiant qui souhaite suivre une formation supérieure à l&#39;étranger dans le cadre de son cursus d&#39;études ou effectuer un stage international. Des bourses spécifiques pour étudier en Europe existent également."
"Faire un stage dans une entreprise en Europe","Les programmes <span class=""expression""><em>Erasmus +</em></span> et <span class=""expression""><em>Eurodyssée</em></span> permettent de partir en stage dans une entreprise ou dans un établissement de formation en Europe. Ces programmes peuvent vous concerner si vous êtes apprenti, étudiant ou demandeur d&#39;emploi. Divers financements vous sont proposés."
"Comment indiquer aux Impôts un changement d&#39;adresse ?","Si vous avez déménagé en 2016 ou 2017, vous devez en informer les services fiscaux et l&#39;indiquer sur votre déclaration de revenus."
"Trouver un stage dans un organisme européen","Les institutions européennes proposent des stages, rémunérés ou non, qui permettent de découvrir le fonctionnement de l&#39;Union européenne (UE). Vous devez vous adresser directement aux organismes qui les proposent. Les conditions et procédures de candidature sont différentes selon les stages proposés."
"Impôt sur le revenu - Personne invalide à charge","En plus de vos enfants, vous pouvez compter à charge, dans certaines conditions, les personnes invalides vivant sous votre toit."
"Déclaration de revenus en cas de changement de situation en cours d&#39;année","Un changement de situation familiale en 2017 (mariage, conclusion d&#39;un Pacs, séparation ou divorce, décès) modifie la manière dont vous devez effectuez votre déclaration de revenus."
"Que faire en cas d&#39;augmentation anormale de sa facture d&#39;eau ?","Lorsque le service d&#39;eau constate une augmentation anormale de votre consommation d&#39;eau, il doit vous en informer dans les meilleurs délais, par tout moyen et au plus tard lors de l&#39;envoi de votre facture d&#39;eau. En pratique, cette information vous est notifiée par courrier. À défaut, vous n&#39;avez pas à payer la part de l&#39;excédent de votre facture d&#39;eau."
